0, 0.0
1, 0.009999833334166664
2, 0.01999866669333308
3, 0.02999550020249566
4, 0.03998933418663416
5, 0.04997916927067833
6, 0.059964006479444595
7, 0.06994284733753277
8, 0.0799146939691727
9, 0.08987854919801104
10, 0.09983341664682815
11, 0.10977830083717481
12, 0.11971220728891936
13, 0.12963414261969486
14, 0.1395431146442365
15, 0.14943813247359922
16, 0.15931820661424598
17, 0.16918234906699603
18, 0.17902957342582418
19, 0.18885889497650057
20, 0.19866933079506122
21, 0.20845989984609956
22, 0.21822962308086932
23, 0.2279775235351884
24, 0.23770262642713458
25, 0.24740395925452294
26, 0.2570805518921551
27, 0.26673143668883115
28, 0.27635564856411376
29, 0.28595222510483553
30, 0.29552020666133955
31, 0.3050586364434435
32, 0.31456656061611776
33, 0.32404302839486837
34, 0.3334870921408144
35, 0.34289780745545134
36, 0.35227423327508994
37, 0.361615431964962
38, 0.3709204694129827
39, 0.3801884151231614
40, 0.3894183423086505
41, 0.3986093279844229
42, 0.40776045305957015
43, 0.41687080242921076
44, 0.4259394650659996
45, 0.43496553411123023
46, 0.4439481069655198
47, 0.4528862853790683
48, 0.4617791755414829
49, 0.470625888171158
50, 0.479425538604203
51, 0.4881772468829075
52, 0.49688013784373675
53, 0.5055333412048469
54, 0.5141359916531132
55, 0.5226872289306592
56, 0.5311861979208834
57, 0.5396320487339692
58, 0.5480239367918736
59, 0.5563610229127838
60, 0.5646424733950354
61, 0.5728674601004813
62, 0.5810351605373051
63, 0.5891447579422695
64, 0.5971954413623921
65, 0.6051864057360395
66, 0.6131168519734338
67, 0.6209859870365597
68, 0.6287930240184686
69, 0.6365371822219679
70, 0.644217687237691
71, 0.6518337710215366
72, 0.6593846719714731
73, 0.6668696350036979
74, 0.674287911628145
75, 0.6816387600233341
76, 0.6889214451105513
77, 0.6961352386273567
78, 0.7032794192004101
79, 0.7103532724176078
80, 0.7173560908995228
81, 0.7242871743701426
82, 0.7311458297268958
83, 0.7379313711099627
84, 0.7446431199708593
85, 0.7512804051402927
86, 0.757842562895277
87, 0.7643289370255051
88, 0.7707388788989693
89, 0.7770717475268238
90, 0.7833269096274834
91, 0.7895037396899505
92, 0.795601620036366
93, 0.8016199408837772
94, 0.8075581004051142
95, 0.8134155047893737
96, 0.8191915683009983
97, 0.8248857133384501
98, 0.8304973704919705
99, 0.8360259786005205
100, 0.8414709848078965
101, 0.8468318446180152
102, 0.852108021949363
103, 0.8572989891886034
104, 0.8624042272433384
105, 0.867423225594017
106, 0.8723554823449863
107, 0.8772005042746817
108, 0.8819578068849475
109, 0.8866269144494873
110, 0.8912073600614354
111, 0.8956986856800476
112, 0.9001004421765051
113, 0.9044121893788258
114, 0.9086334961158832
115, 0.912763940260521
116, 0.9168031087717669
117, 0.9207505977361357
118, 0.9246060124080203
119, 0.9283689672491666
120, 0.9320390859672263
121, 0.9356160015533859
122, 0.9390993563190676
123, 0.9424888019316975
124, 0.945783999449539
125, 0.9489846193555862
126, 0.9520903415905158
127, 0.9551008555846923
128, 0.9580158602892249
129, 0.9608350642060727
130, 0.963558185417193
131, 0.966184951612734
132, 0.9687151001182652
133, 0.9711483779210446
134, 0.9734845416953194
135, 0.9757233578266591
136, 0.9778646024353163
137, 0.9799080613986142
138, 0.9818535303723597
139, 0.9837008148112766
140, 0.9854497299884601
141, 0.9871001010138504
142, 0.9886517628517197
143, 0.9901045603371778
144, 0.9914583481916864
145, 0.9927129910375885
146, 0.9938683634116449
147, 0.9949243497775809
148, 0.99588084453764
149, 0.9967377520431434
150, 0.9974949866040544
151, 0.9981524724975481
152, 0.998710143975583
153, 0.999167945271476
154, 0.9995258306054791
155, 0.999783764189357
156, 0.9999417202299663
157, 0.9999996829318346
158, 0.9999576464987401
159, 0.9998156151342908
160, 0.9995736030415051
161, 0.9992316344213905
162, 0.998789743470524
163, 0.9982479743776325
164, 0.9976063813191737
165, 0.9968650284539189
166, 0.9960239899165367
167, 0.9950833498101802
168, 0.994043202198076
169, 0.9929036510941185
170, 0.9916648104524686
171, 0.990326804156158
172, 0.9888897660047015
173, 0.9873538397007164
174, 0.9857191788355535
175, 0.9839859468739369
176, 0.9821543171376185
177, 0.9802244727880455
178, 0.9781966068080447
179, 0.9760709219825242
180, 0.9738476308781951
181, 0.9715269558223153
182, 0.9691091288804563
183, 0.9665943918332975
184, 0.9639829961524481
185, 0.9612752029752999
186, 0.9584712830789142
187, 0.955571516852944
188, 0.9525761942715953
189, 0.9494856148646305
190, 0.9463000876874145
191, 0.9430199312900106
192, 0.9396454736853249
193, 0.9361770523163061
194, 0.9326150140222005
195, 0.9289597150038693
196, 0.9252115207881683
197, 0.9213708061913954
198, 0.9174379552818098
199, 0.9134133613412252
200, 0.9092974268256817
201, 0.905090563325201
202, 0.9007931915226273
203, 0.89640574115156
204, 0.8919286509533796
205, 0.8873623686333755
206, 0.8827073508159741
207, 0.8779640629990781
208, 0.8731329795075164
209, 0.8682145834456126
210, 0.8632093666488737
211, 0.8581178296348089
212, 0.8529404815528762
213, 0.8476778401335698
214, 0.8423304316366457
215, 0.8368987907984977
216, 0.8313834607786831
217, 0.825784993105608
218, 0.8201039476213742
219, 0.814340892425796
220, 0.8084964038195901
221, 0.8025710662467472
222, 0.7965654722360865
223, 0.7904802223420048
224, 0.7843159250844198
225, 0.7780731968879212
226, 0.7717526620201259
227, 0.7653549525292536
228, 0.758880708180922
229, 0.7523305763941707
230, 0.7457052121767203
231, 0.7390052780594708
232, 0.7322314440302514
233, 0.7253843874668195
234, 0.7184647930691263
235, 0.7114733527908443
236, 0.7044107657701763
237, 0.6972777382599378
238, 0.6900749835569364
239, 0.6828032219306397
240, 0.675463180551151
241, 0.668055593416491
242, 0.6605812012792007
243, 0.6530407515722648
244, 0.6454349983343707
245, 0.6377647021345036
246, 0.6300306299958922
247, 0.6222335553193047
248, 0.6143742578057118
249, 0.6064535233783147
250, 0.5984721441039565
251, 0.590430918113913
252, 0.5823306495240819
253, 0.5741721483545726
254, 0.5659562304487028
255, 0.557683717391417
256, 0.5493554364271266
257, 0.5409722203769886
258, 0.5325349075556212
259, 0.5240443416872761
260, 0.5155013718214642
261, 0.5069068522480534
262, 0.49826164241183857
263, 0.4895666068265995
264, 0.48082261498864826
265, 0.47203054128988264
266, 0.4631912649303452
267, 0.45430566983030646
268, 0.44537464454187115
269, 0.4363990821601263
270, 0.4273798802338298
271, 0.418317940675659
272, 0.4092141696720173
273, 0.4000694775924195
